title,description,email,url,thumbnail,Keyword1,Keyword2,Keyword3
Phi Kappa Psi,"To enrich the college experience of our members through fellowship, service, and academic support. We currently serve our community through being role models for Bryan/College Stations youth at the Boys and Girls Club. We also participate in fundraising events for various causes such as the IFC Movember event dedicated to raising funds for men's general health issues, in which we raised the most money out of all of the IFC fraternities. We hold social and philanthropy events with other fraternities, sororities, and the general student population of Texas A&M.",president.tamuphipsi@gmail.com,https://getinvolved.tamu.edu/org/phi-kappa-psi,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Ifc,Events,General
Phi Kappa Tau,"The Epsilon Alpha Chapter of the Phi Kappa Tau Fraternity at Texas A&M University seeks to develop men of character into leaders of distinction through academic excellence, service, and lifelong brotherhood.",tamuphitau@gmail.com,https://getinvolved.tamu.edu/org/2869,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Tau,Phi,Kappa
Phi Lambda Upsilon,The promotion of high scholarship and original investigation in all branches of pure and applied chemistry.,plu@chem.tamu.edu,https://getinvolved.tamu.edu/org/plu,https://getinvolved.tamu.edu/storage/organizations/734/images/icon.jpg,Upsilon,Scholarship,Pure
Phi Sigma Rho,"Phi Sigma Rho is a social sorority for women in engineering and engineering technology. Phi Rho is the largest sorority for engineers in the country and through Phi Sigma Rho, our sisters develop the highest standard of personal integrity, strive for academic excellence, and build friendships that will last a lifetime.",phirho.tamu@gmail.com,https://getinvolved.tamu.edu/org/phi-sigma-rho,https://getinvolved.tamu.edu/storage/organizations/735/images/icon.png,Engineering,Technical,Innovation
Philadelphia Sisters,"The foundation of Philadelphia Sisters is Jesus Christ and the desire to glorify His name. Philadelphia Sisters' goal, as a Texas A&M University organization, is to form a Christian sisterhood that desires to promote and further God's global glorification. In pursuing this goal, Philadelphia Sisters seeks to engage its members in activities that promote their growth as followers of Jesus Christ, and to encourage them to apply the knowledge attained in Philadelphia Sisters to selflessly serve the community and world around them. To aid its members in accomplishing these goals, Philadelphia Sisters will provide a group of accountability focused on activities that will strengthen its membership and equip them to serve. These activities will include a strong foundation in prayer, service, in-depth small-group Bible studies, and fellowship, all with an emphasis on discipleship so that as an organization we can prepare ourselves to fulfill God's calling to be people of excellence in reaching out to our community.",phillies.tamu@gmail.com,https://getinvolved.tamu.edu/org/phillies,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Religious,Faith,Community
Philippine Student Association,"1. To promote unity and brotherhood among Filipino students at Texas A&M University, 2. To enhance awareness of the Filipino culture in the university, 3. To foster goodwill and to develop a working relationship with the student body of Texas A&M, and 4. To achieve academic excellence.",philsa_officers@listserv.tamu.edu,https://getinvolved.tamu.edu/org/philsa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Filipino,University,Enhance
Philosophy Club,To gather students interested in philosophy together for intellectual discussion and to learn from peers in a social setting. To give people a better understanding on how useful philosophy can be in practical matters. To provide a safe environment to practice real-life reasoning skills with a supportive group of like-minded individuals.,,https://getinvolved.tamu.edu/org/philosophy,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Philosophy,Useful,Minded
Physical Therapy Society,,ptsocietytamu@gmail.com,https://getinvolved.tamu.edu/org/ptsociety,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Therapy,Society,Physical
Pi Beta Phi,,txeta.cp@gmail.com,https://getinvolved.tamu.edu/org/pi-beta-phi,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Phi,Nan,Beta
Pi Kappa Alpha,,,https://getinvolved.tamu.edu/org/pike,https://getinvolved.tamu.edu/storage/organizations/743/images/icon.png,Nan,Kappa,Alpha
Pi Kappa Phi,"To promote the development of character, leadership, achievement, service, and scholarship.",pkpdo.president@gmail.com,https://getinvolved.tamu.edu/org/pi-kappa-phi,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Service,Scholarship,Promote
Pi Mu Epsilon,,mathclubofficial@tamu.edu,https://getinvolved.tamu.edu/org/pi-mu-epsilon,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Nan,Epsilon,Community
Pi Tau Sigma,The purpose of our organization is to:,tamupitausigma@gmail.com,https://getinvolved.tamu.edu/org/pi-tau-sigma,https://getinvolved.tamu.edu/storage/organizations/746/images/icon.png,Tau,Sigma,Purpose
Plant Pathology Graduate Student Club,"To expand the professional awareness of plant pathology and microbiology topics and to provide a vehicle through which members can actively participate in departmental oriented activities and programs, as well as expand career path options.",,https://getinvolved.tamu.edu/org/plpm,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Plant,Pathology,Expand
Political Science Aggies,"The purpose and objectives of this organization shall be to further interest in the degree of Political Science. In addition, the goal of the organization is to foster a community and create fellowship amongst Aggies who plan on getting a degree in Political Science and provide a meeting ground for people interested in Political Science.",polsaggies@gmail.com,https://getinvolved.tamu.edu/org/pols-aggies,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Political,Science,Aggies
Poultry Science Club,"The purpose of this organization is to encourage and promulgate interest in Poultry Science among the students of Texas A&M University and to establish and maintain relations between our organization and members of the poultry industry. The Poultry Science Club participates in the various community service activities, social events, wing-bandings, and hosts a scholarship banquet at the end of the spring semester.",allyson.spears@ag.tamu.edu,https://getinvolved.tamu.edu/org/posc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Poultry,Science,Wing
Pre Law Society,"This organization serves to further interest in the field of legal study and the legal profession. This organization collaborates with the Pre-Law Advisor, who serves as the primary point of contact for the Law School Admissions Council (LSAC), law school recruiters, attorneys, and Law School Admissions Test (LSAT) preparation companies. The organization fosters fellowship amongst Aggies who plan to attend law school or are interested in the legal field and provides a meeting ground for students of all majors and backgrounds.",infoprelaw@gmail.com,https://getinvolved.tamu.edu/org/pls,https://getinvolved.tamu.edu/storage/organizations/750/images/icon.png,Law,Traditions,Outreach
Pre-Endodontics Society,"Our mission is to educate and prepare interested students in the field of Endodontics. We want to help students adequately prepare for their journey in specializing in the field during their education here at the School of Dentistry, and post-graduation. Furthermore, we plan to form professional and meaningful connections between faculty, Endodontics residents, and dental students in order to foster a tight community.",pres.tamsod@gmail.com,https://getinvolved.tamu.edu/org/pres,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Endodontics,Prepare,Field
Pre-Orthodontics Society,The TAMSOD Pre-Orthodontics Society is established for the purpose of providing information and tools to help pre-doctoral students at TAMSOD to learn more about the orthodontic specialty and prepare them to apply and receive entry into residency programs.,,https://getinvolved.tamu.edu/org/1267,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Pre,Orthodontics,Society
Presente en la Lucha de Mama,"The purpose of this organization is to support and sponsor Latinx families with mothers who have breast cancer and/or other terminal illnesses. The support from the organization would come in the form of services such as childcare, homecooked meals, cleaning services, or any other form of care that Latinx mothers usually take care of in their households. Additionally, we would raise money for these families to aid hospital bills and costs related to their illness.",tamupeldem@gmail.com,https://getinvolved.tamu.edu/org/peldem,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Mothers,Support,Form
Pro-Life Aggies,"Pro-Life Aggies is a secular, non-partisan organization dedicated to promoting respect for and the preservation of all innocent life from fertilization to natural death. We work to build a culture of life at Texas A&M University through supportive services for pregnant and parenting students, activism, volunteer work, and education.",prolifeaggies@gmail.com,https://getinvolved.tamu.edu/org/pla,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Life,Work,Aggies
Product@TAMU,Product@TAMU brings together students of like-minded interests in product management to create an atmosphere of continuous learning and opportunities to advance or start a career in product management.,,https://getinvolved.tamu.edu/org/apmc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Product,Tamu,Management
Professional Association for Industrial Distribution,"PAID is an organization for promoting student involvement with Industrial Distribution faculty and industry personnel. Student members organize and publicize business meetings, power lunches, social events, field trips, publications, and more to provide opportunities outside the classroom to enhance career skills.",president@tamupaid.org,https://getinvolved.tamu.edu/org/paid,https://getinvolved.tamu.edu/storage/organizations/755/images/icon.PNG,Distribution,Industrial,Trips
Professional Brotherhood of Engineers,"The purpose of the PBE is to create a brotherhood of engineers to thrive socially, academically, and professionally.",pbe.tamu18@gmail.com,https://getinvolved.tamu.edu/org/pbe,https://getinvolved.tamu.edu/storage/organizations/756/images/icon.png,Engineers,Brotherhood,Thrive
Progressively Reaching Excellence in Professionalism,"To prepare and develop leaders among freshmen students through teamwork, communication, planning, and delegation while placing an emphasis on preparation for future professional opportunities. Also to create a family enviornment of support and fun that will create long-lasting friendships and unforgettable experiences.",prep.upperstaff@gmail.com,https://getinvolved.tamu.edu/org/prep,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Create,Unforgettable,Lasting
Providing Smiles and Understanding Needs (P.S.U.N),"Our mission is simple; to provide smiles and understand needs for the children with special needs in the Bryan/College Station area. We also want to help educate people about children with special needs and other disabilities. Finally, we want to harbor an environment of friendship and camaraderie for our college peers.",psun.director@gmail.com,https://getinvolved.tamu.edu/org/psun,https://getinvolved.tamu.edu/storage/organizations/758/images/icon.png,Needs,Want,Special
Psychology Club/ Psi Chi,"The Texas A&M Psychology Club is open to all students and provides the opportunity to meet other students interested in psychology, listen to professors discuss their own research, as well as learn more about opportunities available for undergrads while getting their degrees and when considering grad school. There is no application process for the TAMU Psych Club. Psi Chi is an international honor society in psychology. To join the Texas A&M College Station chapter, one must meet certain requirements which can be found on the Psi Chi page of our website.",tamupsychologyclub@gmail.com,https://getinvolved.tamu.edu/org/psi-chi,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Psychology Department Organization of Graduate Students,"The purpose of PDOGS shall be to promote collaboration among graduate students in the Psychology Department at Texas A&M, and to facilitate the relationship between the Psychology Department and graduate students. The major goals of PDOGS shall be l) to encourage collaborative relationships and a community among graduate students in the Psychology Department, 2) to assist open dialogue between the Psychology Department and graduate students, and 3) to raise funds to support social and research activities to enhance collaboration among graduate students.",,https://getinvolved.tamu.edu/org/pdogs,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Public Health Student Organization,Our mission is to increase campus-wide awareness of Public Health and to provide necessary resources and connections between Public Health professionals and the undergraduate community.,phso.tamu@gmail.com,https://getinvolved.tamu.edu/org/phso,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Public,Health,Wide
Public Relations Student Society of America,"Public Relations Student Society of America aims to enhance your education, broaden your network, and launch your career. PRSSA cultivates a favorable and mutually advantageous relationship between students and professional public relations practitioners, fosters the understanding of current theories and procedures, encourages adherence to the highest ideals and principles of the practice of public relations, and instills in members a professional attitude.",tamuprssa@gmail.com,https://getinvolved.tamu.edu/org/prssa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Relations,Public,Society
"Public Relations, Influencing, and Social Media","PRISM aims to provide a platform for students who are passionate about public relations, influencing, and social media to connect, collaborate, and develop their skills. Through networking opportunities, workshops, and events, we want to empower members with the knowledge and tools necessary to become successful industry professionals.",tamuprismpresident@gmail.com,https://getinvolved.tamu.edu/org/tamuprismcom,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Social,Relations,Public
QuantA&M,"To connect students with the resources they need to learn more about the development, implementation, and application of quantum computing technology. To bring a new generation of inquisitive students to the forefront of quantum computing innovation.",tamu.quantum@gmail.com,https://getinvolved.tamu.edu/org/quantam,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Quantum,Computing,Technology
Queer Empowerment Council,"Queer Empowerment Council aims to unite the LGBTQ+ organizations on campus and work together to act as a resource for LGBTQ+ students at TAMU. By coming together, we can help our organizations come together and empower the LGBTQ+ community here.",tamuqec@gmail.com,https://getinvolved.tamu.edu/org/qec,https://getinvolved.tamu.edu/storage/organizations/1366/images/icon.jpeg,Lgbtq,Empowerment,Council
Queer Graduate and Professional Aggies,"To serve LGBTQA+ graduate and professional students at TAMU by holding socials, events, and building a cohort of students with this identity. We aim to empower LGBTQA+ graduate and professional students in their endeavors and be a resource for them for their identity when navigating the intersection of post-bachelor's life and being LGBTQA+.",,https://getinvolved.tamu.edu/org/qgpa,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Graduate,Professional,Lgbtqa
Range Club,"The Range Club promotes the professional development of students through a variety of team and club activities. The Club promotes the wise management of rangelands and natural resources of Texas, the United States and the World. The Range Club students also interact with the Society for Range Management.",,https://getinvolved.tamu.edu/org/range-club,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Range,Management,Promotes
"Rangeland, Wildlife & Fisheries Management Graduate Student Organization","The mission of the Range, Wildlife & Fisheries Management Graduate Student Organization (RWFM GSO) is to help build a community for the graduate students in the department. This organization will serve as a place for graduate students to come together for both social and educational purposes. Members will be able to share ideas and support one another in their studies and projects. Additionally, speakers will be invited to share their experiences and research for educational purposes as well as to provide guidance for the organization's members as they progress through their careers. Providing a location and professional organization for graduate students to come together and meet will help encourage growth and development of the department",,https://getinvolved.tamu.edu/org/764,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Ratio Christi,"Ratio Christi serves to defend the Christian faith in honest dialogue with both our skeptical & believing friends at Texas A&M. Together, we investigate the historical, philosophical, and scientific reasons for the truth, rationality, and significance of the message of Jesus Christ. All faiths, questions, and objections welcome!",TAMU@ratiochristi.org,https://getinvolved.tamu.edu/org/ratio-christi,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Religious,Faith,Community
The Ready Room,"The Ready Room is an online platform that will decrease space between intelligence consumers and academia. Featuring analytic pieces written by current and former Bush School students, guest contributors and other subject matter experts, the Ready Room will provide consumers with a central database on intelligence-related issues. Podcast episodes, hosted by Intelligence Studies professors, will highlight interviews with intelligence professionals and address a variety of issues. The Ready Room seeks to highlight the diverse perspectives and experiences of graduate students within the Intelligence Studies Program (ISP) at the Bush School of Government and Public Service. The Ready Room accomplishes this task by providing a platform for students to showcase their work, provide the audience with insights from future public servants, and further advance the Bush School brand within public and private sectors.",bushschool.readyroom@tamu.edu,https://getinvolved.tamu.edu/org/readyroom,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Intelligence,Ready,Room
Real Estate Aggies in Leadership,"REAL provides extracurricular learning opportunities for Texas A&M students that are interested in careers in real estate, real estate investing, and personal finance. In addition, REAL organizes social events, guest lectures, and other leadership opportunities for its members. REAL is officially affiliated with the Money Education Center.",tamurealclub@gmail.com,https://getinvolved.tamu.edu/org/real,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Real,Estate,Leadership
The Real Estate Development Association,"REDA provides extracurricular learning opportunities for Texas A&M students that are interested in real estate development. In addition, this group organizes field trips, guest lectures, social events, and other student activities for its members. REDA offers a way for TAMU students to connect and learn from real estate development professionals active in the workforce.",tamuredatx@gmail.com,https://getinvolved.tamu.edu/org/reda,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Estate,Development,Real
Recreation Education Council,"The purpose of the Recreation Education Council is to provide an encompassing academic community for graduate students with research interests in recreation, parks, tourism, youth development, and other closely related fields.",,https://getinvolved.tamu.edu/org/rpts-council,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Research,Academic,Development
Recreational Sports,"The Department of Recreational Sports encourages the Texas A&M community to pursue an active, healthy lifestyle by participating in classes and programs in our recently expanded state-of-the-art facilities.",,https://getinvolved.tamu.edu/org/recsports,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Sports,Recreational,Facilities
Reed Rowdies,"Through fan engagement and on-campus promotion, the Reed Rowdies Officer Club aims to unify the student body at Reed Arena by creating one of the most intimidating atmospheres in all of men's college basketball while embodying the spirit of Texas A&M.",rowdiespresident@gmail.com,https://getinvolved.tamu.edu/org/reed-rowdies,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Reed,Rowdies,Unify
Reformed University Fellowship,"RUF is a Christian ministry on the campus of Texas A&M that is a Community of the Story of Grace, uniquely connected with and pointing students to the local church.",austin.mccann@ruf.org,https://getinvolved.tamu.edu/org/ruf,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Religious,Faith,Community
First-Generation Organization,"The mission of FGO is to help first-generation students with their college endeavors and serving the community with excellence and integrity. It provides a ""home"" organization for its members. It strives to maximize academic and social cohesion with diligence, honesty, and dedication within the community.",firstgenorganization@gmail.com,https://getinvolved.tamu.edu/org/fgo,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Community,Generation,Help
Representing A&M by Performing Service,"Serving the Bryan-College Station area is the mission of Representing A&M by Performing Service, or RAMPS, but through this service, we provide a unique way to acquire sought-after skills such as teamwork, leadership, and a strong work ethic. Our members come together to build wheelchair ramps for low income, elderly, veteran, and disabled homeowners who may not be physically or financially able to build the ramp themselves.",tamuramps@gmail.com,https://getinvolved.tamu.edu/org/ramps,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Service,Performing,Build
Residence Hall Staff Council,"Staff Council is a representative assembly of residence hall staffs at Texas A&M University which promotes communication with the Department of Residence Life professional staff, the Residence Hall Association, and other departmental offices, as well as provides general and financial support for residence hall staff. Staff Council is a body composed of all Resident Advisor staff and is a financially self-sufficient Texas A&M University and Department of Residence Life affiliated student organization. Staff Council proposes improvements in staff work environments and residence hall policy utilizing a board of director management style through the Executive Council.",rhsc-president@housing.tamu.edu,https://getinvolved.tamu.edu/org/rhsc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Staff,Residence,Hall
Residence Life,"The Department of Residence Life offers a world-class on-campus student living and learning experience. With numerous residence hall and apartment housing options in multiple locations, residents enjoy the convenience, community, academic support, and security of living on campus.",housing@tamu.edu,https://getinvolved.tamu.edu/org/reslife,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Residence,Life,Campus
Residential Housing Association,1) To promote the development of community in the residence halls on the Texas A&M University campus.,rha@reslife.tamu.edu,https://getinvolved.tamu.edu/org/rha,https://getinvolved.tamu.edu/storage/organizations/774/images/icon.png,University,Residential,Residence
Rheumatology & Immunology Interest Group,The purpose of RIIG is to foster a dynamic community where students can explore and engage in rheumatology and immunology while showcasing its importance across different specialties.,,https://getinvolved.tamu.edu/org/riig,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Rheumatology,Immunology,Specialties
"Rho Delta Chi Sorority, Inc.","Rho Delta Chi Sorority, Inc. was established on January 17, 1991 as the first Asian American sorority at the University of California, Riverside. The sorority was formed by 14 women to unite females of different backgrounds through the bonds of sisterhood and to provide services in the best interests of the community as well as the University. Our Founding Mothers of the Alpha Chapter chose the letters of Rho Delta Chi in hopes to bring harmony among all ethnicities. Through sisterhood, we hope to nurture personal growth and self esteem as well as to provide an environment for social interaction. We offer scholarships and study guides which aid in academic achievement. Through philanthropy and other related activities, we hope to increase Asian Awareness and to assist communities in need. Through activities with fraternities and sororities on campuses, fundraisers, informals, formals, installation, and retreats, we hope to gain knowledge about each other and our diverse cultures. Texas A&M University is home to Beta Chapter.",rhodeltachi@listserv.tamu.edu,https://getinvolved.tamu.edu/org/rdc,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Sorority,Chi,University
Rio Grande Valley Texas A&M Student Chapter,"SHRM student chapters hold regularly scheduled meetings to help student members learn more about business, human resources development and the human resources field. The student Chapter is run by elected student officers with the assistance of a chapter advisor and the Rio Grande Valley SHRM professional Regional members. Beyond regular meetings, chapters organize a variety of activities including University tours, Community volunteering, Etiquette Business Dinners, and Professional Speakers from the industry.",pyoder@tamu.edu,https://getinvolved.tamu.edu/org/2604,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Chapter,Meetings,Chapters
Robomaster Robotic,"Texas A&M University's premier robotics team, Texas Aimbots, focuses on engineering, teamwork, and innovation. Participating in a yearly competition, TAMU RoboMasters competes against universities worldwide. Through hands-on experience and collaboration, members are provided with invaluable skills in robotics, programming, and problem-solving while fostering a passion for cutting-edge technology. Each year, three robots are developed for the RoboMaster North American Competition held in various locations in the United States. The Standard Robot shoots 17mm projectiles and serves as the main offensive robot. The Sentry Robot is a fully autonomous ground robot that moves and shoots at enemy robots using computer vision. The Hero robot shoots golf ball sized projectiles that do extra virtual damage to bases and enemy robots. Each year, three additional robots are developed for the RoboMaster International Competition held in Shenzhen, China. The Engineer Robot collects ""minerals"" to submit for virtual currency used to buy upgrades and ammunition during the match. The Aerial Robot is a ~5ft. Drone with a turret mounted at the bottom, which can be called in using currency as air support. The Dart Robot System launches missiles at a 12x6"" target 80 ft. away. Robomaster Robotic was founded in the fall semester of 2018 by Computer Engineering student Zimo Ding (20'), with advisors Dr. Denzhen Song and Professor Stravros Kalafatis.",tamurobomasters@gmail.com,https://getinvolved.tamu.edu/org/robomaster-robotic,https://getinvolved.tamu.edu/storage/organizations/777/images/icon.png,Engineering,Technical,Innovation
Rosies,"Rosies, formerly known as Aggie Riveters, is an inclusive women’s organization at Texas A&M created for the modern Aggie: proud feminists, aspiring academics, and avid adventurers. Our main mission is to incorporate our three pillars - compassion, courage, and character - into ourselves and the community around us. Since our start in the Spring of 2016, Riveters has strived to support, empower, and create a strong network for the modern college woman.",rosiestamu@gmail.com,https://getinvolved.tamu.edu/org/rosies,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Riveters,Aggie,Modern
Ross Volunteer Company,"The Ross Volunteer Company of Texas A&M University is a military organization of volunteers from the Corps of Cadets whose purpose is to represent to the administration, faculty and student body of Texas A&M University, to the citizens of the State of Texas and the nation, an organization of military distinction and example.",bkelley@tamu.edu,https://getinvolved.tamu.edu/org/rvcompany,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
The Round Table Talk,"The mission of Round Table Talks is to efficiently communicate and spread awareness of conflicts and discrimination from the various perspective of students on campus. We want to show students, school staff, and anyone on campus that our voices matter and that we want to be heard to invoke positive change. The purpose is to offer students at Texas A&M University a chance to discuss real, current racial issues and topics at the round table. At Round Table Talks, we will be honest, trustworthy, understanding, and kind. These table talks will be a way of getting our voices heard.",tamuroundtabletalks@gmail.com,https://getinvolved.tamu.edu/org/rtt,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Table,Round,Talks
Rudder Hall Community Council,"The purpose of the Rudder Hall Council is to provide the women of Rudder Hall the opportunity to take full advantage of the intellectual, cultural, social, academic, and recreational experiences in Rudder Hall and at Texas A&M University. We would like to develop a passionate attitude toward learning and to achieve a spirit of community among the residents.",RudderHallDirector@housing.tamu.edu,https://getinvolved.tamu.edu/org/rudder-hall,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Rudder,Hall,Community
Rudders Rangers,"The purpose of the Rudder's Rangers Company is to provide the more highly motivated ROTC cadet an opportunity to further develop leadership through small unit tactics, patrolling and adventure training. The training vehicle used to develop the qualities of leadership, aggressiveness, and the ability to think clearly in stressful situations, will be combat patrolling and other similar training as prescribed by the commander. Specifically, the organization prepares its members for the U.S. Army ROTC Advanced Camp and a future career as a combat arms officer in the U.S. Army. The cadet's training will also lay a foundation for success at the U.S. Army's Airborne, Air Assault, Ranger and officers basic schools.",h_doyle21@tamu.edu,https://getinvolved.tamu.edu/org/rudders-rangers,https://getinvolved.tamu.edu/storage/organizations/782/images/icon.png,Military,Leadership,Training
Russian Club,The purpose of Slavic club is to build bonds and connections between members while exposing them to Slavic culture and offering opportunities to practice and improve spoken Russian.,pkandidatov@tamu.edu,https://getinvolved.tamu.edu/org/russian-club,https://getinvolved.tamu.edu/storage/organizations/783/images/icon.png,Slavic,Russian,Spoken
Ryllies,Ryllies mission is to provide women leaders with a platform to enhance leadership and sisterhood by placing hands-on service and Texas A&M's core values at the center of our everyday lives. We aim to unite and empower our members through spirit and selfless service.,rylliesexec@googlegroups.com,https://getinvolved.tamu.edu/org/ryllies,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Service,Ryllies,Women
S-1 Spartans,"Company S-1 develops leaders of resolute character who pursue excellence daily and call others to a higher standrad through their daily actions. Each member will be challenged mentally, physically, and morally through focused training in an environment rooted in community and respect.",,https://getinvolved.tamu.edu/org/s-1-spartans,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Daily,Training,Higher
Saddle & Sirloin Club,1. To foster a spirit of cooperation and mutual helpfulness toward progressive agriculture. 2. To provide an opportunity for wider acquaintance among students and professionals in agriculture. 3. To support the Texas A&M Judging Programs in the Animal Science Department 4. To develop leaders in the Agricultural Industry. 5. To extend our responsibility toward the community through special charities.,tamusaddleandsirloin@gmail.com,https://getinvolved.tamu.edu/org/saddle-sirloin,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Agriculture,Wider,Agricultural
Sales Club,"Mission: Create opportunities for Texas A&M students to develop selling skills with unique access to develop professionally to ensure future success. Purpose: To provide A&M students with experiential learning, networking opportunities, professional exposure, and to establish significant relationships with corporate partners.",laurenetam@me.com,https://getinvolved.tamu.edu/org/sales-club,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Opportunities,Develop,Networking
Salsa Fusion Latin Dance Company,To promote the Latin culture and popular dance of salsa through performances and educating the community. We also hold try-outs for our Show and Flare Team during the first weeks of the semester. Please e-mail salsa fusion for more information.,salsafusiontamu@gmail.com,https://getinvolved.tamu.edu/org/salsafusion,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Salsa,Latin,Dance
Sam Houston Sanders Corps Center Guard,"Corps Center Guard (CCG) is a Corps based service organization. Cadets work on displays and help research and accessioning. The Guard provides tours to Old Ags, present students, potential students, and many other groups. They also assist with special events held in the Corps Center, around campus, and the community.",lkalmus@corps.tamu.edu,https://getinvolved.tamu.edu/org/789,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Military,Leadership,Training
Saudi Students Association,MISSION,Saudi.aggies@gmail.com,https://getinvolved.tamu.edu/org/saudi,https://getinvolved.tamu.edu/storage/organizations/1310/images/icon.jpg,Saudi,Mission,Association
Saw 'Em Off,"Saw 'Em Off is a men's organization created to fill a void left in the Aggie community: the overwhelming lack of spaces devoted to the Aggie traditions. To fill this void, SEO is dedicated to providing young men at Texas A&M University a source of mentorship, development, networking, scholarship, and brotherhood all while focusing on preserving the unique traditions and spirit of Texas A&M.",Sawemoff1931@gmail.com,https://getinvolved.tamu.edu/org/saw-em-off,https://getinvolved.tamu.edu/storage/organizations/790/images/icon.jpg,Aggie,Void,Saw
School of Education and Human Development Undergraduate Student Council,"The purpose of this organization shall be: This council shall work to serve in an advisory capacity to the Dean and Associate Deans of the College of Education and Human Development (CEHD). This council shall work to promote a shared undergraduate identity within the CEHD. This council shall take the responsibility of hosting or assisting with CEHD events. This council shall represent students and student interests within Texas A&M's CEHD. The mission statement of this organization shall be: The Texas A&M University College of Education and Human Development Undergraduate Student Council unifies and serves our students by promoting communication and collaboration, encouraging personal development, and positively impacting the university and CEHD.",sehdusc@tamu.edu,https://getinvolved.tamu.edu/org/cehd,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Council,Shall,Cehd
Schuhmacher Hall Community Council,"The purpose of the Schuhmacher Hall Council is to maintain and further develop pride, academic achievement, and citizenship in our members. In addition, the council enhances the atmosphere in our residence hall. Providing activities where residents socialize and bond, learn new skills, or further develop pre-existent skills, the hall works to better it's membership in all areas.",,https://getinvolved.tamu.edu/org/schuhmacher-hall,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Hall,Council,Skills
Seal Platoon,,,https://getinvolved.tamu.edu/org/seal-platoon,https://getinvolved.tamu.edu/images/tamu-logo-white.png,Seal,Platoon,Nan
SGA - Judicial Court,"The Judicial Court of Texas A&M is one of the three governing branches of the Texas A&M Student Government Association and is comprised of nine Justices and six Judge Advocate Generals. Responsibilities of the Court include constitutional interpretation, legislative interpretation, election regulation, and dispute resolution within Texas A&M's Student Government Association.",chiefjustice.tamu@gmail.com,https://getinvolved.tamu.edu/org/jcourt,https://getinvolved.tamu.edu/storage/organizations/796/images/icon.png,Law,Traditions,Outreach
